facilityID,siteID,name,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer,latitude,longitude
6,10070005,Cedar River Upstream of Waterloo/Cedar Falls (US1),12/13/2000 10:15:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,16.2,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.5391734,-92.4496937
6,10070006,Cedar River Downstream of Waterloo (DS1),01/11/2001 09:05:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,13,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.4157166,-92.2189063
6,10070006,Cedar River Downstream of Waterloo (DS1),05/04/2000 09:25:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,12.8,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.4157166,-92.2189063
6,10070006,Cedar River Downstream of Waterloo (DS1),08/05/2002 09:40:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,8.4,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.4157166,-92.2189063
6,10070006,Cedar River Downstream of Waterloo (DS1),09/09/2002 10:45:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,12.4,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.4157166,-92.2189063
6,10070005,Cedar River Upstream of Waterloo/Cedar Falls (US1),10/02/2001 11:15:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,12.3,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.5391734,-92.4496937
6,10070005,Cedar River Upstream of Waterloo/Cedar Falls (US1),11/05/2001 11:00:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,9.7,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.5391734,-92.4496937
6,10070006,Cedar River Downstream of Waterloo (DS1),12/06/2001 09:45:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,11.4,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.4157166,-92.2189063
6,10070005,Cedar River Upstream of Waterloo/Cedar Falls (US1),01/07/2002 10:25:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,14.6,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.5391734,-92.4496937
6,10070005,Cedar River Upstream of Waterloo/Cedar Falls (US1),02/07/2002 11:00:00,CITY,7782-44-7,Dissolved oxygen (DO),Total,,14.8,mg/l,True,0.1,,,4500-O-G,,Actual,SW,Water,,,Black Hawk,07080205,River/Stream,,42.5391734,-92.4496937
